"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpraktijk (km)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 1 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 3 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 5 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpost (km)";"Gezondheid en welzijn/Afstand tot apotheek (km)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Afstand tot ziekenhuis (km)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 5 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 10 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 20 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Afstand tot ziekenhuis (km)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 5 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 10 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 20 km (aantal)";"Gezondheid en welzijn/Afstand tot consultatiebureau (km)";"Gezondheid en welzijn/Fysiotherapeut/Afstand tot fysiotherapeut (km)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 1 km (aantal)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 3 km (aantal)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 5 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 5 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Afstand tot warenhuis (km)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 10 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 20 km (aantal)";"Horeca/Cafés en dergelijke/Afstand tot café e.d. (km)";"Horeca/Cafés en dergelijke/Aantal cafés/Binnen 1 km (aantal)";"Horeca/Cafés en dergelijke/Aantal cafés/Binnen 3 km (aantal)";"Horeca/Cafés en dergelijke/Aantal cafés/Binnen 5 km (aantal)";"Horeca/Cafetaria's en dergelijke/Afstand tot cafetaria e.d. (km)";"Horeca/Cafetaria's en dergelijke/Aantal cafetaria's e.d./Binnen 1 km (aantal)";"Horeca/Cafetaria's en dergelijke/Aantal cafetaria's e.d./Binnen 3 km (aantal)";"Horeca/Cafetaria's en dergelijke/Aantal cafetaria's e.d./Binnen 5 km (aantal)";"Horeca/Restaurants/Afstand tot restaurant (km)";"Horeca/Restaurants/Aantal restaurants/Binnen 1 km (aantal)";"Horeca/Restaurants/Aantal restaurants/Binnen 3 km (aantal)";"Horeca/Restaurants/Aantal restaurants/Binnen 5 km (aantal)";"Horeca/Hotels en dergelijke/Afstand tot hotel e.d. (km)";"Horeca/Hotels en dergelijke/Aantal hotels e.d./Binnen 5 km (aantal)";"Horeca/Hotels en dergelijke/Aantal hotels e.d./Binnen 10 km (aantal)";"Horeca/Hotels en dergelijke/Aantal hotels e.d./Binnen 20 km (aantal)";"Kinderopvang/Kinderdagverblijf/Afstand tot kinderdagverblijf (km)";"Kinderopvang/Kinderdagverblijf/Aantal kinderdagverblijven/Binnen 1 km (aantal)";"Kinderopvang/Kinderdagverblijf/Aantal kinderdagverblijven/Binnen 3 km (aantal)";"Kinderopvang/Kinderdagverblijf/Aantal kinderdagverblijven/Binnen 5 km (aantal)";"Kinderopvang/Buitenschoolse opvang/Afstand tot buitenschoolse opvang (km)";"Kinderopvang/Buitenschoolse opvang/Aantal buitenschoolse opvang/Binnen 1 km (aantal)";"Kinderopvang/Buitenschoolse opvang/Aantal buitenschoolse opvang/Binnen 3 km (aantal)";"Kinderopvang/Buitenschoolse opvang/Aantal buitenschoolse opvang/Binnen 5 km (aantal)";"Onderwijs/Basisonderwijs/Afstand tot school (km)";"Onderwijs/Basisonderwijs/Aantal scholen/Binnen 1 km (aantal)";"Onderwijs/Basisonderwijs/Aantal scholen/Binnen 3 km (aantal)";"Onderwijs/Basisonderwijs/Aantal scholen/Binnen 5 km (aantal)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Afstand tot school (km)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Aantal scholen/Binnen 3 km (aantal)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Aantal scholen/Binnen 5 km (aantal)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Aantal scholen/Binnen 10 km (aantal)";"Onderwijs/Voortgezet onderwijs/Vmbo/Afstand tot school (km)";"Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal)";"Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal)";"Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Afstand tot school (km)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Aantal scholen/Binnen 3 km (aantal)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Aantal scholen/Binnen 5 km (aantal)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Aantal scholen/Binnen 10 km (aantal)";"Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot bos (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km)";"Groenvoorzieningen/Afstand tot recreatief binnenwater (km)";"Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)";"Verkeer en vervoer/Treinstations/Afstand tot treinstations totaal (km)";"Verkeer en vervoer/Treinstations/Afstand tot belangrijk overstapstation (km)";"Vrije tijd en cultuur/Afstand tot bibliotheek (km)";"Vrije tijd en cultuur/Sport/Afstand tot zwembad (km)";"Vrije tijd en cultuur/Sport/Afstand tot kunstijsbaan (km)";"Vrije tijd en cultuur/Museum/Afstand tot museum (km)";"Vrije tijd en cultuur/Museum/Aantal musea/Binnen 5 km (aantal)";"Vrije tijd en cultuur/Museum/Aantal musea/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Museum/Aantal musea/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot podiumkunsten totaal (km)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 5 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot poppodium (km)";"Vrije tijd en cultuur/Bioscoop/Afstand tot bioscoop (km)";"Vrije tijd en cultuur/Bioscoop/Aantal bioscopen/Binnen 5 km (aantal)";"Vrije tijd en cultuur/Bioscoop/Aantal bioscopen/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Bioscoop/Aantal bioscopen/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Recreatie/Afstand tot sauna (km)";"Vrije tijd en cultuur/Recreatie/Afstand tot zonnebank (km)";"Vrije tijd en cultuur/Recreatie/Afstand tot attractie (km)";"Vrije tijd en cultuur/Recreatie/Aantal attracties/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Recreatie/Aantal attracties/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Recreatie/Aantal attracties/Binnen 50 km (aantal)";"Afstand tot brandweerkazerne (km)"
"Rubenslaan en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440523";"1";0,6;3,9;19,3;33,9;0,5;0,6;0,6;4,4;9;13,9;0,6;4;6;9;;;;;;0,4;2,2;28,8;59,4;0,4;9,1;143,3;271,3;1,8;7,4;14,7;31;0,7;3;76,3;106,1;0,3;10,1;186,2;279,1;0,3;13,3;324,2;433,1;1,6;27,5;37,6;66,2;0,4;8,3;66,9;126;0,5;4,7;54,5;98,8;0,4;3;22,5;56,6;0,3;5,1;14,9;34,1;0,8;3,1;8,5;24,1;0,3;4,1;10;20,4;;;;;;;;;;;;;;1,6;1,3;2,7;1,9;1,8;7,1;1;10,2;13,1;29;1,4;8;13;20;1,4;1;6;10;13,8;2,2;0,8;5,3;6;11;47,7;1,4
"Watervogelbuurt";"Utrecht                                 ";"Buurt     ";"BU03440524";"1";0,6;2,2;21,8;35,7;1,2;0,5;1,3;4,7;9;13,7;1,3;3,8;6;9;;;;;;0,5;6,2;38,9;62,7;0,5;17,6;202,5;283,1;1,8;7,8;16,1;31,6;0,3;10,8;85,7;107,6;0,2;15,2;214,6;292,3;0,3;28,8;360,9;440,9;1,4;28;37;66,5;0,3;5,7;80,3;135,8;0,5;3,2;64,1;102,8;0,6;1,4;32;61,2;0,9;10;15,9;35,5;0,9;5,4;9;25,5;0,9;8;10;21,5;;;;;;;;;;;;;;1,8;0,5;2;1;2,5;6,6;0,7;10;14,9;29,1;0,5;8;12,6;21;0,5;0,4;6;10,9;14;2,2;1,2;4,6;6;10,4;48,2;0,5
"L. Napoleonplantsoen en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440525";"1";0,9;1,1;17,6;33;0,8;0,9;1;4;9;14;1;4;6;9;;;;;;0,8;1,5;28;57,3;0,8;4,7;137;266,8;2,3;7,1;15,1;31,6;0,8;2,3;69,7;104,9;0,5;5,7;176,3;275,6;0,7;5,6;303,1;430,4;2;27,4;38,9;67,6;0,2;4,2;64,7;123,5;0,2;6,3;53,6;96,4;0,7;1,3;23,3;54,7;0,3;6;13,3;37,2;0,3;4;7,3;27,2;0,7;4,9;10;20,9;;;;;;;;;;;;;;1;1,3;2,7;1,7;1,9;7,3;1,4;11;13,5;29;1,3;8;13,9;20,6;1,3;1,1;6;10;13,9;2,6;1,1;5,3;6;10,9;48;1,3
"Maarschalkerweerd en Mereveld";"Utrecht                                 ";"Buurt     ";"BU03440526";"1";1,7;0,1;8,1;26;2,2;1,7;2,2;3,9;8,2;13,1;2,2;3,9;6,1;8,1;;;;;;2;0;9,7;39,9;1,3;0,3;39,1;191,5;3,4;6,3;14,6;32;1,1;0,3;16;84,7;1,3;0,2;39,5;214,2;1,4;0,2;61,4;354,4;2,7;23,1;37,3;66,1;1,4;0,5;23;87,1;0,7;3,5;22,4;72,6;1,9;0,1;8,3;34,5;1,4;3,7;9,2;38,1;1,4;1,8;5,6;28,7;2,1;2,7;7,2;20,8;;;;;;;;;;;;;;0,4;2,5;4,1;2,9;2,1;8,7;2,7;10,8;12,7;28,8;2,7;7,1;13,1;20,8;2,7;2,5;5,7;9,5;12,6;4;2,2;6;6;9,8;46,5;2,7
"Schildersbuurt";"Utrecht                                 ";"Buurt     ";"BU03440531";"1";0,3;5;18,3;33,7;0,8;0,4;0,5;4,8;8,3;14,3;0,5;4;6;9,6;;;;;;0,4;2;28,2;63,5;0,2;11,9;131,6;282,5;1,6;8,3;15,1;31,9;0,3;3,1;78;108,3;0,2;12,4;171,5;281,7;0,2;17,7;311,2;439,6;1,6;26,8;38,7;69;0,2;10,5;63,4;126,9;0,6;4,2;50,2;94,8;0,3;4;19,7;57,2;0,6;5,2;15,7;36,3;1;3,2;8,8;26,3;0,6;4,2;10;20,9;;;;;;;;;;;;;;1,3;1,8;3,1;2,4;1,2;7;1,2;10,1;13;29;1,7;8;13;20,6;2,1;1,6;6;10;13,5;2;0,5;5,3;6;10,8;47,7;2
"Wilhelminapark en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440532";"1";0,3;3,8;19,8;39,2;1,1;0,6;0,9;5;8,1;13,2;0,9;4;6;9,2;;;;;;0,6;2,7;29,8;65,2;0,4;16,5;141,2;291,1;1,3;9;16;32,1;0,4;2,3;80,3;107,6;0,4;14,5;182,5;286,5;0,3;19,6;325,2;445,5;0,9;26,7;38,2;73,6;0,4;12,1;62,4;134,4;0,7;4;49,6;100,3;0,6;2,5;21,3;61,8;0,9;6,5;16;37,7;1,4;4,5;9;27,7;0,9;5,5;10;21;;;;;;;;;;;;;;1,1;2,1;2,9;2,3;1,5;6,5;1,3;10;12,1;31,1;1,2;8;13,5;22,2;2,4;1,7;6;10,1;14,4;1,6;0,8;5;5,6;10,3;47;2
"Utrecht Science Park";"Utrecht                                 ";"Buurt     ";"BU03440533";"1";0,6;1;3,9;22,8;3,3;0,5;0,5;4;7,9;13,9;0,5;4;5,9;9;;;;;;0,4;2;2,7;29,7;0,3;1,8;9,1;137;3,2;4,3;14,2;35;0,2;3;8,2;75,3;0,3;7,6;16,8;150,8;0,4;5,4;22,1;283,7;2,7;21,3;38,1;77;0,6;2;12;72,8;2;0;5,8;56,1;2,1;0;3,8;23,6;3,2;0;6;40;3,2;0;3;30;3,2;0;4,9;22;;;;;;;;;;;;;;1,1;3;5,5;2,7;1,6;8,9;0,9;9,3;12;33,1;3,8;4,8;12;27;4,4;4,1;4,4;9;15;4,3;3,1;4,7;4,9;10;46;0,7
"Rijnsweerd";"Utrecht                                 ";"Buurt     ";"BU03440534";"1";1,4;0,2;11,7;34,2;2;1,5;1,6;4,3;7,9;13,7;1,6;4;6,1;9;;;;;;1,4;0,1;14,8;51,9;1,2;0,5;68,7;255;2,3;7,3;14,3;32,8;1,1;0,5;41,2;101,9;1;1,9;93,7;249,5;0,9;3,1;161,5;419,4;1,6;25;37,7;73,9;0,7;1,6;45,4;112,2;0,7;0,7;33,2;89,9;0,7;0,9;13,6;47,3;1,8;4,1;11,5;38,5;2;2,1;7,2;28,6;1,8;3,1;8;22;;;;;;;;;;;;;;1,4;3;3,9;3,2;1,1;7,3;1,6;10;12;32,3;2,1;8;13,5;24;3,2;2,6;6;9,2;14,7;2,5;1,7;5,8;5,7;10;45,1;1,1
"Galgenwaard en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440535";"1";0,9;1;13;31,2;1,4;1,1;1,2;4;7,8;14;1,2;4;5,8;9;;;;;;1,1;0,2;18,6;50,6;0,7;1,5;83,1;246,6;2,1;6,8;15;32,1;0,7;1,1;58;103,4;0,7;4,1;121;257;0,6;7,6;219,9;418,2;2;24,7;37,2;69,6;0,5;3,5;51;112,8;0,8;1,2;35,3;89,8;0,8;1,9;13,3;47,3;1,3;4,2;13,9;37,2;1,5;2,2;7,9;27,2;1,3;3,2;10;21,1;;;;;;;;;;;;;;1,7;2,5;3,6;2,9;0,8;7,4;1,9;10,1;12,2;29,1;2,1;8;13,7;21,1;2,7;2,3;6;10;14;2,5;1,2;5,8;6;10,1;45,4;2,1
"Wijk 06 Binnenstad";"Utrecht                                 ";"Wijk      ";"WK034406  ";"1";0,4;3,1;24,1;43,3;2,1;0,6;2;3;7,7;13,2;2;2;5,6;9,3;;;;;;0,4;8,6;44,4;72;0,2;47;217,4;309,6;0,7;8,9;17,8;31,1;0,2;36,7;93,8;109,1;0,2;75,8;233,6;308,9;0,1;151,5;396,7;453,9;0,4;27,5;36,2;69,6;0,3;13,5;92,9;151,1;0,4;7,2;61,7;110,4;0,5;3,5;33,2;70,5;0,7;10,6;16,7;34,2;0,8;5,5;9,7;23,7;0,8;7,3;10,2;19,9;;;;;;;;;;;;;;2,2;1;1,2;0,9;2,9;5,4;0,5;9,9;13,3;29,2;0,6;8;11,6;20,2;1,1;0,4;6,5;9,9;14,1;1,2;0,7;3,5;5,8;10,8;48;1,8
"Domplein, Neude, Janskerkhof";"Utrecht                                 ";"Buurt     ";"BU03440611";"1";0,4;3,7;24,9;44,4;2,1;0,6;2,1;3;7,2;13,6;2,1;2;5,2;9,6;;;;;;0,2;10,8;46;74,4;0,1;62;220,3;316,5;0,5;9,3;18,2;31,6;0,1;55,2;96,9;110,7;0,1;110,1;235,1;312,2;0;220,8;403,3;459,8;0,1;26,8;36,7;72,2;0,2;17,4;96;156,2;0,4;10;61,6;112,5;0,4;4,8;35,1;72,8;0,5;11;16,6;34,1;0,5;6,2;9,6;23,8;0,5;7,3;10,2;19,9;;;;;;;;;;;;;;1,9;1,1;1,1;0,5;3;5,2;0,3;10;13;29,9;0,3;8;11,8;20,1;1,2;0,3;6,7;10,1;14,1;0,7;0,4;3,3;5,3;11;47,4;2,1
"Lange Elisabethstraat, Mariaplaats e.o.";"Utrecht                                 ";"Buurt     ";"BU03440612";"1";0,6;2,5;24,3;43,4;2,3;0,5;2,2;2,6;7,8;13;2,2;1,6;5,8;9;;;;;;0,2;8,2;45,1;72,2;0,1;57,9;217,4;311,2;0,3;9;17,6;31;0,1;51;96,9;109,1;0,1;112,2;234,9;310,2;0;216,4;403,9;453,4;0,2;27,2;36;68,5;0,2;11,9;94,5;152,8;0,2;5,6;62,9;111;0,6;3,7;33,5;71,9;0,8;9,9;16,9;33,2;0,8;5,1;9,9;22,5;0,8;6,8;10,5;19,7;;;;;;;;;;;;;;2,2;0,8;0,8;0,3;3,2;5,2;0,2;10;13;29,4;0,5;8;12,3;20;1,2;0,3;6,9;9,3;14;1,1;0,6;3,3;5,6;11;47,5;1,9
"Hoog-Catharijne NS en Jaarbeurs";"Utrecht                                 ";"Buurt     ";"BU03440613";"1";0,9;1;21,6;42,6;2,9;0,8;2,9;2,7;7,8;13;2,9;1,7;5,8;9;;;;;;0,4;5,4;46,6;69,6;0,2;35,7;222,8;307,7;1;9;17,1;30,3;0,3;12,5;93,9;105,8;0,3;35,2;235,5;307;0,1;65,8;388,1;451,8;0,5;27,9;35,1;65,7;0,7;3,8;91,3;154;0,8;2,1;58,5;112,1;0,8;1;35;72,7;0,9;9,9;18,8;32;1;4,5;11,8;22,4;0,9;7,4;11,7;18,7;;;;;;;;;;;;;;2,8;1;1,1;1,5;2,5;5,3;1,3;9,1;13,2;27,6;0,5;8;10,4;20;1,3;0,4;7;9,3;14;2,1;0,7;3,2;5,1;10,2;51,1;1,8
"Wijk C";"Utrecht                                 ";"Buurt     ";"BU03440621";"1";0,4;3,1;24,2;44;2,9;0,5;2,8;2,7;7;12,5;2,8;1,7;5;9;;;;;;0,3;11;47,2;72,8;0,2;61;224,7;313;0,3;9;17;31;0,1;45,7;95,4;107;0,1;96,3;249,2;313,3;0,1;183,7;409,1;451,8;0,3;26,9;34,2;69,3;0,5;7;103,1;159,1;0,5;3,2;64,6;114,1;0,5;2,7;39;74,2;0,4;12,4;19;33,1;0,4;5,9;12;23,1;0,4;8,4;11;18,9;;;;;;;;;;;;;;2,3;0,9;0,9;0,9;2,5;4,5;0,2;9,9;13;29,5;0,4;8;10,6;20;0,5;0,4;7;9,1;14;1,1;0,5;2,7;5;11;50,3;2,5
"Breedstraat en Plompetorengracht e.o.";"Utrecht                                 ";"Buurt     ";"BU03440622";"1";0,3;4,7;25,1;44,9;2,4;0,4;2,3;2,9;7;13,6;2,3;1,9;5;9,6;;;;;;0,2;11;47,5;74,8;0,2;57,2;222,3;319,9;0,5;9,4;18;31,8;0,1;53,2;95,3;109,9;0,1;103,6;239,8;312,8;0,1;205,6;406,4;460,5;0,2;26,2;35,5;73,3;0,3;16,4;96,9;158,4;0,4;8,6;56;113,8;0,4;5,1;35,3;74;0,6;12,4;16,6;34;0,6;6,7;9,6;24;0,6;7,7;9,7;19,3;;;;;;;;;;;;;;1,8;1,2;1,2;0,8;2,8;4,7;0,4;10;13;30;0,3;8;11;20,4;0,9;0,2;6,8;9,9;14,3;0,5;0,4;3,2;5;11;47,7;2,5
"Nobelstraat en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440623";"1";0,2;3,8;24,1;45;1,9;0,6;1,8;3,5;7;14;1,8;2,5;5;10;;;;;;0,4;10,6;44,9;76,4;0,1;62,5;216,3;326,7;0,3;10;18;32;0,1;55;96,7;110,9;0,1;103,4;231,1;315,2;0,1;215,6;399,8;467,5;0,2;28,1;36,7;74,9;0,2;28,2;95,9;158;0,3;15,3;59,2;113,1;0,3;5,5;34,8;73,2;0,2;11,1;15,9;35,6;0,2;6,5;8,9;25,6;0,2;7;9,9;21,3;;;;;;;;;;;;;;1,5;1,4;1,4;0,8;2,7;5,2;0,5;10;13;30;0,2;8;11,2;21;1,3;0,3;6,4;10;15;0,3;0,5;3,5;5,2;11;47;2,3
"Springweg en omgeving Geertebuurt";"Utrecht                                 ";"Buurt     ";"BU03440624";"1";0,3;2,2;24,3;42,8;1,8;0,5;1,7;3;8,2;13;1,7;2;6;9;;;;;;0,4;7,1;42,5;70,5;0,2;39,7;209,7;302,6;0,8;8,7;17,8;30,9;0,1;25,5;92,4;108,6;0,2;59,6;229,6;307,3;0,1;123,9;391,1;449,9;0,5;28,1;36,3;67,6;0,2;11,5;90,3;144,2;0,2;6,1;63,8;107,4;0,6;2,8;30,6;67,1;1,1;10;16;34,4;1,1;5;9;23,4;1,1;7;10;20,5;;;;;;;;;;;;;;2,4;0,8;1,2;0,9;3,1;5,7;0,4;10;13,3;28,8;0,9;8;11,9;20,1;1,2;0,3;6,1;10;14;1,5;1,1;3,7;6,5;11;47,3;1,3
"Lange Nieuwstraat en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440625";"1";0,5;3,1;23,6;42,6;1,5;0,4;1,4;3,3;8,2;13;1,4;2,3;6;9;;;;;;0,3;6,5;39,9;69,5;0,2;32,8;209,6;299,6;1;8,1;17,4;30,5;0,1;26,3;89,3;109,5;0,1;50,3;224,2;302,6;0,1;107,9;385,9;446;0,5;28,4;36,9;67,6;0,2;12,6;87,6;144,1;0,3;6,3;63,9;107,6;0,4;3,1;29,4;67,2;1;9,4;16;34,5;1;4,9;9;23,6;1;6,9;10;20;;;;;;;;;;;;;;2,2;0,8;1,4;1;2,8;5,9;0,2;10;13,5;28,5;0,9;8;12,7;20,2;1,2;0,4;6;10,2;14;1,4;1,1;4;6,7;11;47,4;1,2
"Nieuwegracht-Oost";"Utrecht                                 ";"Buurt     ";"BU03440626";"1";0,6;3;24,2;44;1,6;0,8;1,5;3,3;7,9;13,7;1,5;2,3;5,9;9,7;;;;;;0,6;9,9;40;73,5;0,3;51,7;212,1;310,7;0,7;8,6;18,8;31,4;0,4;39;91,2;111;0,4;75,9;223;305,1;0,2;152,7;387,8;453,2;0,4;28;38;71,2;0,2;19,6;85,6;150,7;0,2;11,8;61,9;109,3;0,3;5,2;29,6;68,8;0,6;8,3;16;34,5;0,6;4,6;9;23,5;0,6;6,4;10;20,2;;;;;;;;;;;;;;1,8;1,3;1,5;0,9;2,7;5,7;0,4;10;13;29,3;0,6;8;13;20,3;1,6;0,8;6;10,7;14,1;0,9;0,6;3,9;6;11;47;1,7
"Bleekstraat en omgeving";"Utrecht                                 ";"Buurt     ";"BU03440627";"1";0,1;4,4;23,1;38,6;1,4;0,4;1,4;3,2;9;13;1,4;2,2;6;9;;;;;;0,2;6;42,7;65,1;0,4;20,8;226,8;292;1,3;8;16,7;31,5;0,3;11,6;88,5;108;0,2;20,4;232,4;298;0,1;40,1;386,4;443,4;1;28,6;36,3;67;0,2;11,8;87,8;139,6;0,3;5,1;66,6;105,5;0,5;2,1;34,4;64,4;0,6;10,8;16;36,9;0,6;5;9;26;0,6;8;10;22;;;;;;;;;;;;;;2,2;0,2;1,5;1,2;2,7;6,2;0,6;10;16;29,8;0,5;8;11,3;21;0,5;0,3;6;10,3;14;2,1;0,9;4,2;6,9;10,6;49,4;0,6
"Hooch Boulandt";"Utrecht                                 ";"Buurt     ";"BU03440628";"1";0,3;2,3;24,4;40,9;1,9;0,7;1,9;2,9;8,1;13;1,9;1,9;6;9;;;;;;0,6;6,6;44,6;69,6;0,7;28,4;217,1;301,1;0,9;8,9;18;31;0,5;14,7;93,1;108,5;0,5;35,8;234,4;309;0,2;70,1;393,8;452;0,6;28;36;67;0,3;10,6;90,9;142,3;0,5;5,6;63,7;106,7;0,6;1,7;31;66,7;1,1;11;16;35,2;1,1;5;9;24,2;1,1;8;10;20,7;;;;;;;;;;;;;;2,6;0,7;1;1,2;3,2;5,7;0,7;10;13,7;28,5;0,9;8;11;20;1;0,6;6,3;10;14;1,9;1,3;3,7;6,9;10,3;47,7;1,1
"Wijk 07 Zuid";"Utrecht                                 ";"Wijk      ";"WK034407  ";"1";0,7;1,8;11,9;25,8;2,8;0,6;2,9;1,2;8,9;13,5;2,9;1,2;6;8,5;;;;;;0,5;2,5;19,3;47,7;0,4;9,3;78,2;225,6;3,1;6,2;13,7;29,1;0,9;1,7;26,3;89,9;0,4;4,8;75,7;238,2;0,6;4,8;108,7;379,5;2,3;24,1;34,8;60,3;0,5;4,6;35,4;95,6;0,4;6,2;36,9;79,4;0,6;3;18,3;41,4;1,5;5,2;11,6;31,7;1,5;3,4;6,1;22,7;1,5;3,9;8,7;17,8;;;;;;;;;;;;;;1,8;1,4;3,5;0,8;3,7;8,3;2,6;9,7;15,1;25,8;1,8;7,3;11,2;19;1,8;2,3;5,8;9,2;12,9;4;2;6,2;6,2;10;48,9;1,7
